ID,Ville,Pays,Longitude,Latitude,Audio_URL,Transcription,Sexe,F1_Mean,F1_Amplitude,Avg_Temperature,Avg_Humidity,Temp_Extreme
219,Coise,France,4.4833,45.6167,https://atlas.lisn.upsaclay.fr/sounds/Coise.mp3,"La bisi é lo solè s'ingueûlâian, châcun assurôaian qu'al ète lo plu fô, quint i viron ïn voyageû que s'aduseu, impaquetâ din son mantchiô. I tombiron d'acor que lo parmi qu'arrivareu à fére inlevâ son mantchiô ou voyageû seré avisâ coma lo plu fô. Alor la bisi s'é betâ à soflâ de totes se fôrces, mè mé a soflâie, mé lo voyageû sarrâie son mantchiô outor de lu, et à la fïn, la bisi a comprè que le n'areu pâ lo dessu à i fére chère çu diâblo de mantchiô. A son tor, lo solè a fa briyi son royon, é et to par ïn cou, lo voyageû, échandu, a quitâ son mantchiô. Coma quiin, la bisi a du reconutre que lo solè ète lo pu fô dou dous.",Femme,566.4584021418698,734.5174511247765,11.264414784394251,76.31379192334018,0
220,Colfontaine,Belgique,3.844746,50.412047,https://atlas.lisn.upsaclay.fr/sounds/Colfontaine.mp3,"Ël vint d' bise èyét l' soley s' carougnont´, ch' keugn asseûrant qu'i stot l' pus fôrt quand is-ont vû é vwayajeû qui s' avanchot intourpiné d'vins s' pal'tot. Is s' sont ascordés inchane qu' ël ceûgn qu' arivrot l' prumiér a fé r'sakiér s' pal'tot ô vwayajeû sarot ravisé come ël pus fôrt. Adon, ël vint d' bise s'a mis a chuflér ëd tout sès pus fèl, mès pus´ qu'i chuflot pus´ qu'ël vwayajeû r'sèrot s' pal'tot ôtoûr dë li éyèt qu'al fégn du conte, ël vint d' bise a r'nonché a li fé r'sakiér. Adon, ël soley a couminché a lwîre èyét ô d' bout d'én-anvé, ël vwayajeû, rinscôfé, a r'sakié s' pal'tot. Inci, ël vint d' bise a dû rcounwate qu'ël soley stot l' pus fôrt ëd yeûsses deûs.",Homme,599.2989868361733,870.5894553107122,11.122498288843257,82.38370294318959,0
221,Colmar,Allemagne,7.3667,48.0833,https://atlas.lisn.upsaclay.fr/sounds/Colmar.mp3,"Der Bisswìnd ùn d'Sùnn han mìtanànder ghandelt. Jeder hèt behauipta, àss ar der stärikscht sèig. Ìn dam Momant sahn sa a Wànderer lauifa, wo ìn sinnem Màntel igmùmmelt gsì ìsch. Sìe han sich geinigt, àss da wo's zerscht schàfft, àss der Wànderer sinner Màntel üssziahjt, vo beida der stärikscht ìsch. Dernoh hèt der Bisswìnd a so stàrik wia mäjlig fànga à blosa. Doch wia stäriker ar geblosa hèt, wia feschter hèt der Wànderer sinner Màntel ghebbt, ùn àm And hèt der Bisswìnd s ùffga, àss'r na üssziahjt. Dernoh hèt d'Sùnn fànga à schina ùn nooch'ra Wiil hèt der Wànderer, wo wàrm bekùmma hèt, sinner Màntel üssgezojja. So hèt der Bisswìnd miassa züega, àss d'Sùnn stäriker ìsch àss ar.",Homme,736.3685958723205,1490.2271832889346,10.99009582477755,77.79122518822724,0
222,Colombier-le-Vieux,Croissant,4.695519,45.065719,https://atlas.lisn.upsaclay.fr/sounds/Colombier-le-Vieux.mp3,"La bisa e lo solelh se gibavan, chascun afortissiá qu'èra lo plus fòrt, quand veguèran un voiatjaire que s'avançava, pleiat dins son mantèl. Tombèron d'acòrd que quele qu'arrivariá lo premièr a far quitar son mantèl au voiatjaire seriá vegut coma lo plus fòrt. Alòrs la bisa se metèt a bofar de tota sa fòrça mès mai bofava, mai lo voiatjaire sarrava son mantèl autorn de ielo e a la fin la bisa renoncèt a le li far quitar. Alòrs lo solelh comencèt a brilhar e au bot d'un moment, lo voiatjaire, reschaufat, quitèt son mantèl. Alòrs la bisa duguèt reconeistre que lo solelh èra lo plus fòrt daus dos.",Homme,661.764634274416,1300.1475934909802,12.670232717316905,74.94019849418207,0
223,Condéon,France,-0.1333,45.4,https://atlas.lisn.upsaclay.fr/sounds/Condeon.mp3,Le vent dau nord et pi le soulail etiant à maeme de se chicallae. Chacun acertenét qu'ol étét li le pus fort quand i z'avant vu in voeyajheur qui s'en venét tout encatinai dans son paletot. I s'avant mis d'assent que le prmier qui z'y feràe quitàe son paletot saràe le pu fort. Alors le vent d'au nord a quemençai à bufàe tant qui pevét mais pu qui bufét pu que le voeyajheur sarét son paletot autour de li et pr en fini le vent dau nord a requeneùssu qui pouràe pas zi faere quitàe. Alors le soulail a quemencai à teurlusae et in moument emprès le voeyajheur qui quemencét à boulli de chaud a quitai son paletot. Alors le vent d'au nord a bin du requeneutre qu'o l'étét le soulail le pus fort de zeux deux.,Femme,582.171239723361,763.01752173109,13.969774127310062,76.78774811772757,0
224,copte,Africa,29.89822342973601,31.186229892666912,https://atlas.lisn.upsaclay.fr/sounds/coptic.mp3,ⲡⲧⲏⲩ ⲛⲙϩⲓⲧ ⲙⲛ ⲡⲣⲏ ⲁⲩϯⲧⲱⲛ ⲙⲛ ⲛⲉⲩⲉⲣⲏⲩ ϫⲉ ⲛⲓⲙ ⲡⲉ ⲡϫⲱⲱⲣⲉ ⲉⲧⲛϩⲏⲧⲟⲩ ⲉϥⲛⲏⲩ ⲛϭⲓ ⲟⲩⲣⲉϥⲙⲟⲟϣⲉ ⲉϥϭⲟⲟⲗⲉ ⲛⲟⲩϩⲟⲉⲓⲧⲉ ⲉⲥⲑⲙⲙⲟ ⲙⲙⲟϥ. ⲁⲩϥⲓ ⲙⲛ ⲛⲉⲩⲉⲣⲏⲩ ϫⲉ ⲡⲉⲧⲧⲣⲉⲡⲣⲉϥⲙⲟⲟϣⲉ ⲕⲱ ⲛⲧⲉϥϩⲟⲓⲧⲉ ⲉⲃⲟⲗ ⲛϣⲱⲣⲡ ⲡⲁⲓ ⲡⲉ ⲡϫⲱⲱⲣⲉ ⲉⲧⲛϩⲏⲧⲟⲩ. ⲧⲟⲧⲉ ⲁϥⲛⲓϥⲉ ⲛϭⲓ ⲡⲧⲏⲩ ⲛⲙϩⲓⲧ ϩⲛⲟⲩϭⲟⲙ ⲧⲏⲣⲥ ⲛⲧⲁϥ ⲁⲗⲗⲁ ⲛϩⲟⲩⲟ ⲛⲉϥⲛⲓϥⲉ ⲛϩⲟⲩⲟ ⲛⲉⲣⲉⲡⲣⲉϥⲙⲟⲟϣⲉ ⲥⲟⲩⲟⲗⲟⲩⲗ ⲙⲙⲟϥ ϩⲛⲧⲉϥϩⲟⲓⲧⲉ. ⲙⲛⲛⲥⲱⲥ ⲡⲧⲏⲩ ⲛⲙϩⲓⲧ ⲁϥⲗⲟ ⲉϥϫⲱⲛⲧ. ⲡⲣⲏ ⲇⲉ ⲁϥⲣⲟⲩⲟⲉⲓⲛ ϩⲛⲟⲩϩⲙⲟⲙ ⲁⲩⲱ ϩⲛⲧⲉⲟⲩⲛⲟⲩ ⲁϥⲕⲁⲧⲉϥϩⲟⲉⲓⲧⲉ ⲉⲃⲟⲗ ⲛϭⲓ ⲡⲣⲉϥⲙⲟⲟϣⲉ. ⲁⲩⲱ ⲛⲧⲉⲓϩⲉ ⲁⲩⲕⲱⲱⲃⲉ ⲙⲡⲧⲏⲩ ⲛⲙϩⲓⲧ ϫⲉⲕⲁⲁⲥ ⲉϥⲉϫⲱ ⲙⲙⲟⲥ ϫⲉ ⲡⲣⲏ ⲡⲉⲧϫⲱⲱⲣⲉ ⲉⲧⲛϩⲏⲧⲟⲩ.,Homme,789.9057493660213,1533.0540231429213,21.696488706365503,64.8421081451061,0
225,Corio,Italia,7.533008,45.314116,https://atlas.lisn.upsaclay.fr/sounds/Corio.mp3,"Un di, ël marin e 'l sol a quistionàvan antërlor-doì. Quij-sì a vojan ésser tuit doì un pi fòrt che l'àutr, quand che a na mira a j'han s-cerà n'òm ch'a gnà avanti tut anvërtojà ant la mantlina. Quij doì-sì adonch as san butê d'acòrd ch'a j'aró wagnà col ch'a sró stêt bon faje chéser la mantlina da còl a chiël-là. Ël marin a j'ha ancaminà bufar fòrt, mach che pi ch'a sofiava, l'òm a s'anrocava pi s-ciass ant la mantlina, tant a l'é vèir ch'a la fin ël vent a j'ha pro dovù quitar. Ël sol a j'ha fêt adonch babòja da 'nt ël nìvole an cel… Pèine che l'òm a j'ha sentì càud, a s'é dëspojà. Parèj ël vent marin a j'ha pro dovù dir ch'a l'era 'l sol ch'a l'era pi fòrt che chiël.",Homme,902.4474065894512,1541.3932340426388,6.89460643394935,71.26685831622177,0
226,Cornish,EU,-5.227681,50.233435,https://atlas.lisn.upsaclay.fr/sounds/Redruth_Cornish.mp3,"Gwyns an noor hag an howl era o tisputya 'dro dhe beneyl o an creffa, termyn a dheth viajer gen mantel tobm 'dro dhodho. An dhew a dhetermyas fatel peneyl a venja soweny en kensa dhe wul ort an viajer diwiska y vantel, ev a via ajonys creffa vel an onen aral. Nena a whethas gwyns an noor mar crev dre alja, bes an moya dre wruga va whetha, an moy tydn a blegyas an viajer y vantel 'dro dhodho; ha wortiwedh a naghas gwyns an noor an assay. Nena a spladnas an howl en tobm, hag an viajer a dhiwiskas y vantel straft arta. Ha 'della res o dhe wyns an noor amyttya dr'o an howl an creffa a'n dhew.",Femme,685.3385438686852,1099.6293672064585,12.742450376454483,84.37184804928131,0
227,Corte,France,9.15,42.3,https://atlas.lisn.upsaclay.fr/sounds/Corte.mp3,"A tramuntana è u sole si litigavanu, ognunu assicurendu ch'ellu era u più forte, quand'elli anu vistu un viaghjatore chì avanzava, mantellatu. Si sò intesi chì quellu chì riescirà u primu à fà caccià u so mantellu à u viaghjatore serà vistu cum'è u più forte. Allora a tramuntana s'hè messa à suffià di tutte e so forze. Ma più suffiava, più u viaghjatore si stringhjia u mantellu addossu è à a fine, a tramuntana ci hè ghjunta di fallilu caccià. Allora u sole hà cuminciatu à lucicà è à u capu di una stonda, u viaghjatore, riscaldatu, hà cacciatu u mantellu. Cusì, a tramuntana hà avutu à ricunnosce chì u sole era u più forte di i dui.",Homme,528.153749179699,689.7243885276108,16.974825462012323,68.23485968514716,0
228,Courcelles,Belgique,4.375191,50.463465,https://atlas.lisn.upsaclay.fr/sounds/Courcelles.mp3,"El vint d'bîje èyèt l'soya astin' a margaye : yun come l'aute astoût seûr dè yèsse èl pus foûrt. Et v'la qu'arive in ome a pîds, èfachi dins in vî pal'tot. Nos deûs artabans trouv'nèt la ène maniére dè fé n'gadjure. Ene vréye gadjure dè soufleû ! El cén qui parvénra a fé r'satchî s'fraque au pèstèleû, èç'ti-la sera bén seûr èl pus foûrt... Come fut dit fut fé. El vint d'bîje s'a mètu a chouflér, a chouflér a s'fé pètér lès peûmons. Mins pus' qu'i chufloût, èyèt pus' què l'ome sè r'sèroût dins s'pal'tot... El vint d'bîje, a court d'alène, èrnonce a s'n-afére. Et la d'ssus, l'soya s'mèt a lûre, a tchaufér, a fé suwér bièsses èt djins. Tél'mint foûrt què l'ome nè fé ni yeune ni deûs : i r'satche ès pal'tot èyèt l'tape su s'n-èspale. ""Et adon qwè, vî cous', dit-st-i l'soya au vint d'bîje co tout panmè? L'ome èm done réson : c'èst bén mi l'pus foûrt !...""",Homme,576.8985741680225,1155.2322151610376,10.816584531143054,82.7822997946612,0
229,Courçon,France,-0.8139063913783128,46.24352248141799,https://atlas.lisn.upsaclay.fr/sounds/Courcon_d_Aunis.mp3,"L' ébisaïl pi le soulaïl se gueurmeliant ; le disiant cheuqun qu' ol été li l' pu groû ! Tot d' un côt, l' avant vu un voéyajhou tout encatiné dans son paltôt qui s' approchit d' zeux. L' étiant d' assent pr dire que chaula qui li f'rait cheure sun paltôt l'  prmé, o s'ra li l' pu fort. Aussitout, l' ébisaïl buffa, buffa autant queme autant ; pi maè qu' a buffe, maè que l' bouhoume se canijhe dans son paltot. Pi au bout d' un moument, l' abisaïl a calé ! D'  çhau temp, le soulail beurluta si fort que l'  finit pr achaler le voéyajhou qui fit cheure à bas son paltôt. D' chau côt, l' ébisaïl arqueneussut qu' ol été le soulaïl l' maestre !",Femme,674.2679454729333,1086.5369858559638,13.87639972621492,78.35692676249144,0
230,Courtavon,France,7.20691,47.46093,https://atlas.lisn.upsaclay.fr/sounds/Courtavon.mp3,"Lai bije et le sraye se dichpitïnt, tyétyün étaint chur d'étre le pus foûe, tyaind é aint vu ïn voiyaidjou que s'avainçait engoncè dains son mainté. Es sont tchois d'aiccoûe que ç'tu qu'airriverait le premie è faire rôtaie son mainté à voiyaidjou serait ravouéti c'ment le pus foûe. Alors lai bije s'ât botè è souçhiaie de tote sai foûeche, mains pus èlle souçhiait, pus le voiyaidjou sarrait son mainté atouè de lu et è lai fïn, lai bije è r'noncè è le lu faire rôtaie. Alors le sraye è aiccmencie è brillie et à bout d'ïn môment, le voiyaidjou, rétchâdè è rôtè son mainté. Ainchi, lai bije è du r'conniatre que le sraye était le pus foûe des dous.",Homme,555.4499518518172,1056.0150543443733,9.907049965776865,81.33331279945243,0
231,Couvin,Belgique,4.495239,50.05191,https://atlas.lisn.upsaclay.fr/sounds/Couvin.mp3,"El bîje èyèt l' solia s' tignént, chakin prètindant qu'il èsteut l' pus fôrt, quant is-ont vèyu in voyadjeû qui s'avanceut, invlopè dins s' mantcha. Is sont tcheûs d'acôrd què l' cé qu'ariv'reut l' preumî à fé r'satchî s' pal'tot au voyadjeû s'reut wétî come èl pus fôrt. Adon, l' bîje s'a mètu à chouflér dè toutes sès fôces, més pus qu'èle choufleut, pus qu'èl voyadjeû sèreut s' mantcha alintour dè li èt à l' fin, l' bîje a r'noncè à li fé alvér. Adon, l' solia a comincî à lûre èt, au d'bout d'in momint, l' voyadjeû, r'tchandi, a r'satchî s' paltot. Insi, l' bîje a sti oblidjîe dè r'conète què l' solia èsteut l' pus fôrt dès deûs.",Homme,725.9957230464983,1329.7040308953012,10.29056810403833,84.10185489390828,0
232,Crécy-en-Ponthieu,France,1.882016,50.252053,https://atlas.lisn.upsaclay.fr/sounds/Crecy-en-Ponthieu.mp3,"Ech vint pi ch'solé i s'disputoait't. Chatchun i pinsoait qu'l'eute il étoait l'pu fort. Pi lo iz ont vu un voéyageur qui s'avançoait, inveloppé din sin mintieu. I sont tcheu d'accord que chti qu'il arriveroait ch'premier à foaire inlver sin mintieu à ch'voyageur i sroait rbéyé comme éch pu fort. Alors', ech vint i s'est mis à souffler d'toute es forche, mais pu i souffloait, pu ch'voyageur i serroait sin mintieu autour éd li. Et pi à l'fin, ech vint il o rnoncé à inlver sin mintieu, alors ech solé il o cminché à briller, pi au bout d'un momint, ch'voyageur, réqueuffé, il o inlvé sin mintieu. Alors, ech vint il o connu qu'ech solé, ch'étoait li ech pu fort des deux.",Femme,686.0495176136883,1643.245941036251,11.148507871321012,85.11017796030116,0
233,créole dominiquais,AG,-61.3879188697912,15.298718689348036,https://atlas.lisn.upsaclay.fr/sounds/creole_dominiquais.mp3,"Van nòd-la èvè sòlèy-la té ka dispité asou kilès ki pli fò, lè on vwayajè wivé byen chofé, voplé andan on gwan swèta. Yo dakò asou moun-la ki té sa fè vwayajè-a tiwé swèta-a pli vit, sé moun-la ki pli fò. Van nòd-la koumansé ka vanté èvè tout pwisans li, mé pli i souflé sé pli vwayajè-a té ka éséyé voplé kò'y plis èvè swèta-a, finalman van nòd-la té bon èvè sa, i awété éséyé. Atjwèlman sé té sòlèy-la pou éséyé. I koumansé ka fann tè, èvè i paté ni lontan, vwayajè-a tiwé swèta-a asou y. Konsa, van nòd-la té oblijé admèt kè sòlèy-la té pli fò ki y.",Femme,600.5271620455762,890.2342478115149,27.192539356605067,77.68539356605065,1
234,créole guadeloupéen,WorldMap,-61.535,16.2385,https://atlas.lisn.upsaclay.fr/sounds/Guadeloupe.mp3,"Konpè van fwèt té adan on babyé èvè konpè solèy. Pannan yonn té ka di lòt sé li ki pli fò, yo vwè on vwayajè ki té ka maché, i té vlopé an manto a-y. Yo mèt yo dakò pou di tala ki ké rivé fè vwayajè-la woté manto a-y, sé li ki ké pli fò la. Alòs, konpè van fwèt konmansé souflé, i souflé, i souflé, i souflé. Men pi i té ka souflé pi vwayajè-la té ka séré manto-la alantou a-y. Afòs afòs, konpè van fwèt té obijé lésé tonbé. Alòs konpè solèy konmansé chofé, é apré on ti tan vwayajè-la té cho é i woté manto a-y. Sé konsa Konpè van fwèt té blijé rikonnèt sé konpè solèy ki té pli fò adan yo.",Femme,679.0999442548584,1120.0814576415717,27.365188227241617,77.369575633128,1
235,créole guadeloupéen,AG_Guyane,-61.535,16.2385,https://atlas.lisn.upsaclay.fr/sounds/Guadeloupe.mp3,"Konpè van fwèt té adan on babyé èvè konpè solèy. Pannan yonn té ka di lòt sé li ki pli fò, yo vwè on vwayajè ki té ka maché, i té vlopé an manto a-y. Yo mèt yo dakò pou di tala ki ké rivé fè vwayajè-la woté manto a-y, sé li ki ké pli fò la. Alòs, konpè van fwèt konmansé souflé, i souflé, i souflé, i souflé. Men pi i té ka souflé pi vwayajè- la té ka séré manto-la alantou a-y. Afòs afòs, konpè van fwèt té obijé lésé tonbé. Alòs konpè solèy konmansé chofé, é apré on ti tan vwayajè-la té cho é i woté manto a-y. Sé konsa Konpè van fwèt té blijé rikonnèt sé konpè solèy ki té pli fò adan yo.",Femme,679.0999442548584,1120.0814576415717,27.365188227241617,77.369575633128,1
236,créole guyanais,WorldMap,-52.32217,4.933704,https://atlas.lisn.upsaclay.fr/sounds/Guyane.mp3,"Van ké solèy té ka babyé, yéchak ka di li pi fò pasé ròt-a, atò yé wè oun vwayajò ka rivé vlopé annan so manto. Yé mété yékò dakò pou di sa ki ké rivé fè vwayajò-a tiré so manto, a li ki ké pi fò. Alò, van mété vanté atè, mé pli li té ka vanté, pli vwayajò-a té ka séré manto-a fò asou so kò. Aprè tousa, van fin' ké sa. Aprézan, solèy koumansé pété sèk, lò to konprann, chalò asou vwayajò-a, a sa ki fè li tiré manto-a. A pousa, van té oblijé di, a solèy ki pi fò.",Homme,473.68344974471074,1372.4193258608514,26.49030800821355,85.62360027378509,1
237,créole guyanais,AG_Guyane,-52.32217,4.933704,https://atlas.lisn.upsaclay.fr/sounds/Guyane.mp3,"Van ké solèy té ka babyé, yéchak ka di li pi fò pasé ròt-a, atò yé wè oun vwayajò ka rivé vlopé annan so manto. Yé mété yékò dakò pou di sa ki ké rivé fè vwayajò-a tiré so manto, a li ki ké pi fò. Alò, van mété vanté atè, mé pli li té ka vanté, pli vwayajò-a té ka séré manto-a fò asou so kò. Aprè tousa, van fin' ké sa. Aprézan, solèy koumansé pété sèk, lò to konprann, chalò asou vwayajò-a, a sa ki fè li tiré manto-a. A pousa, van té oblijé di, a solèy ki pi fò.",Homme,473.68344974471074,1372.4193258608514,26.49030800821355,85.62360027378509,1
238,créole haïtien,AGVoisin,-72.302226,18.587529,https://atlas.lisn.upsaclay.fr/sounds/creole_haitien.mp3,"Konpè van te nan yon machwè gonfle ak konpè solèy. Pandan yonn tap di lòt se li ki pi fò, yo wè yon vwayajè ki t ap mache, li te vlope nan yon palto. Yonn di lòt sa ki rive fè vwayajè a wete palto a se li ki pi fò. Avan chat pran tiwèl, konpè van tonbe soufle, li soufle, li soufle. Men, plis li t ap soufle plis vwayajè a t ap vlope tèt li nan palto a. Se konsa konpè van te vin blije kite sa. Alèkile konpè solèy pran chofe. Apre yon ti tan, vwayajè a, wete palto a. Konsa konpè van te blije rekonèt se konpè solèy ki pi fò antre yo.",Femme,629.5923718145687,930.8700231517794,27.793901437371662,66.6678302532512,1
239,créole martiniquais,WorldMap,-61.0732,14.6036,https://atlas.lisn.upsaclay.fr/sounds/Martinique.mp3,"Van ek soley té ka babié, yo chak té ka testé sé yo ki pli fò pasé lot-la, lè yo wè an drivayè ka vini bò yo, vlopé adan manto'y. Yo mété kò-yo dakò komkwa tala ki té ké rivé an primié fè drivayè-a woté manto'y, sé té ké li pli fò-a. Alos, van-an mété kò'y ka souflé tout fos-li, men pli i té ka souflé, pli drivayè-a té ka fèmen manto'y a lantou kò'y ek a lafen, van-an kité tonbé lidé di fè'y tiré manto-a. Alos soley-la koumansé briyé ek adan an ti moman tan, drivayè-a, ki té cho pasé cho, tiré manto-a. Kidonk, van-an té blijé rikonnet sé soley ki té pli fò adan yo dé.",Homme,516.7813812356632,1092.8910593628111,27.692197125256676,76.70302532511978,1
240,créole martiniquais,AG_Guyane,-61.0732,14.6036,https://atlas.lisn.upsaclay.fr/sounds/Martinique.mp3,"Van ek soley té ka babié, yo chak té ka testé sé yo ki pli fò pasé lot-la, lè yo wè an drivayè ka vini bò yo, vlopé adan manto'y. Yo mété kò-yo dakò komkwa tala ki té ké rivé an primié fè drivayè-a woté manto'y, sé té ké li pli fò-a. Alos, van-an mété kò'y ka souflé tout fos-li, men pli i té ka souflé, pli drivayè-a té ka fèmen manto'y a lantou kò'y ek a lafen, van-an kité tonbé lidé di fè'y tiré manto-a. Alos soley-la koumansé briyé ek adan an ti moman tan, drivayè-a, ki té cho pasé cho, tiré manto-a. Kidonk, van-an té blijé rikonnet sé soley ki té pli fò adan yo dé.",Homme,516.7813812356632,1092.8910593628111,27.692197125256676,76.70302532511978,1
241,créole mauricien,OIVoisin,57.57853,-20.107441,https://atlas.lisn.upsaclay.fr/sounds/creole_mauricien.mp3,"Labriz ek soley ti pe lager, sakenn pe dir li-em pli for. Hep! zo'nn trouv enn voyazer ek enn palto pe vini. Alors zo'nn met paryaz: premie ki fer voyazer-la tir so palto, li-em pli for. Labriz inn koumans soufle pli for ki li kapav, me pli li ti pe soufle, pli voyazer-la ti pe ferm so palto, ziska inn ariv ler ki labriz inn les tonbe. Lerla soley inn koumans pike bien for. Voyazer-la inn koumans gegn enn kalite so, li'nn bizen tir so palto. Ala labriz inn bizen aksepte ki soley-la pli for ant zot de.",Femme,644.6458059296322,775.867400416141,25.237268993839837,76.08568788501027,1
242,créole réunionnais (des Bas),WorldMap,55.4494,-20.87959,https://atlas.lisn.upsaclay.fr/sounds/La_Reunion.mp3,"Lo van ék soléy té pou dispité, shakinn i kri ali pli for, lèr zot la oir in voyazèr pou marshé, angaroté dann son manto. Bann la tonm dakor pou di lo premié i arivé fé anlév le voyazèr son manto va tonm kom le pli for. Alors, lo van la komans souflé tou son fors, mé plis li té souf, plis le voyazèr té angarot son manto dési li, a la fin, lo van la larg lidé séy fé anlév ali son manto. Alors soléy la komans briyé é in moman apré, le voyazèr, pou shof soléy, la anlév son manto. O final, lo van la du arkonét soléy té le pli for rant zot dé.",Homme,734.0785299683537,1431.3370044673081,21.924496919917864,77.87058863791923,0
243,créole réunionnais (des Bas),OI,55.4494,-20.87959,https://atlas.lisn.upsaclay.fr/sounds/La_Reunion.mp3,"Lo van ék soléy té pou dispité, shakinn i kri ali pli for, lèr zot la oir in voyazèr pou marshé, angaroté dann son manto. Bann la tonm dakor pou di lo premié i arivé fé anlév le voyazèr son manto va tonm kom le pli for. Alors, lo van la komans souflé tou son fors, mé plis li té souf, plis le voyazèr té angarot son manto dési li, a la fin, lo van la larg lidé séy fé anlév ali son manto. Alors soléy la komans briyé é in moman apré, le voyazèr, pou shof soléy, la anlév son manto. O final, lo van la du arkonét soléy té le pli for rant zot dé.",Homme,734.0785299683537,1431.3370044673081,21.924496919917864,77.87058863791923,0
244,créole réunionnais (des Hauts),OI,55.520799,-21.283093,https://atlas.lisn.upsaclay.fr/sounds/creole_reunionnais_(des_Hauts).mp3,"Soley avek le van té apré esey kalkulé kisa lé plu for ant zot deu. ""Ma mont aou sé mwin lé plu for la"", di le van. Mi sa fer tir granmonn la son palto plu vit ou seré kapab. Alor le van la komans souflé, for, for minm. Oplus lu té soufl, oplus le granmonn i garoté alu dan son palto. Aforstan le van la fatigé, in mandoné lu la arété. Alor soley la komans pwaké, san tardé la shaler la komans monté, le granmonn la tir son palto. Alor le van té oblijé arkonèt sé solèy té le plu for ant zot deu.",Femme,819.2762769819803,1625.3080653248333,24.580773442847367,76.75278576317591,0
245,créole rodriguais,OI,63.418526729985786,-19.682815439026868,https://atlas.lisn.upsaclay.fr/sounds/creole_rodriguais.mp3,"Labriz ek soley ti pe lager, saken persiste seta ki pli for ki zot kamwad. Kan zot inn trouv enn etranze aprons zot, envelop dan so palto, zot inn tonb dakor ki premie ki resi fer étrange la tir so palto, limem pli for. Alor, labriz la soufle ek tou so lafors me pli li soufle, plis etranze la ti pe ser so palto me a la fin, labriz pann resi. Alor, soley inn koumans tape e enn timaman, etranze telman pe gagn so, tir so palto. Koumsamem labriz inn bizen rekonet ki soley em pli for ent zot de.",Femme,729.691238104909,1404.9479577238592,25.17311430527036,77.90288843258043,1
246,créole sainte-lucien,AGVoisin,-60.988696,14.010157,https://atlas.lisn.upsaclay.fr/sounds/creole_sainte-lucien.mp3,"Van épi sòlèy té ka babyé, yo chak ka di i fò pasé lòt, lò ou konprann yo wè on vwayajè ka wivé tout kò-y vlopé épi an palto. Yo mété kò-yo dakò pou di sa ki wivé fè misyè-a tiwé palto-y, sé li ki pli fò. Alò, van koumansé vanté, i vanté, i vanté, pli i vanté, pli vwayajè-a ka séwè palto-y anlè-y. Van té las, i awété sa. Aprézan, sòlèy pran, i koumansé chofé wèd. Lò ou konprann vwayajè-a té tèlman cho, i anni ki tiwé palto-y an sèl kou. Sépousa va té obligé di sé sòlèy ki pli fò.",Femme,480.6491369255488,613.2288986889166,27.824490075290896,76.28741273100616,1
247,créole seychellois,Africa,55.45085310920936,-4.620158552266932,https://atlas.lisn.upsaclay.fr/sounds/creole_seychellois.mp3,"Divan dan nor ti pe argimante avek soley lo lekel ki pli for ki lot. Me ler divan nor ti vante, vwayazer ti wrap li dan son coat. La finalman zot ti agree ki sa enn ki kapab tir son palto lo li, li ki pou pli for. Apre, divan nor ti soufle pli for ki i kapab, vwayazer ti reste dan son coat kole lo li. E la zot ti bezwen kit lanmenm, aret seye. Apre soley ti konmans sofe so, so, so, so, so. E en sel kou, vwayazer ti tir son triko lo li e zot ti admit ki soley i pli for ki tou.",Femme,685.1241112611525,966.5841857967451,27.49110198494182,80.2764887063655,1
248,crioulo cabo-verdiano,AGVoisin,-23.522836,14.912355,https://atlas.lisn.upsaclay.fr/sounds/capverdien.mp3,"Béntu ku sol stába ta discuti kal d-ês éra más fórti. Di repenti, ês odja um viajánti ta pása. Nton sol fla: - Dja-m sabi módi ki nu ta disidi nós kázu. Kál ki konsigi fazi kel ómi tra kazáku é más fórti. Béntu komesa ta sopra ku tudu si forsa, más kántu más e soprába, más kel ómi ta pertába si kazáku. Kántu béntu odja m-e ka sata konsigi fazi ómi tra kazáku, e pása si bés pa sol. Nton sol parsi i brilia ku tudu si forsa ki ómi xinti uma kalor i dipós e tra kazáku. I nton foi sol ki gánha. Asi sol mostra ma el e más forti.",Femme,705.1332458647851,1234.1232887599588,24.837905544147844,78.53867214236824,0
249,Cros-de-Géorand,Croissant,4.1255,44.793233,https://atlas.lisn.upsaclay.fr/sounds/Cros-de-Georand.mp3,"La bisa e lo solelh se charpinhavan. Chascun afortissiá qu'èra lo pus fòrt. Tot d'un còp, s'avisèran qu'un permenaire s'acampava, tot envertolhat dins son mantèl. Tombèran d'acòrd, qu'aquelh que lo prumièr a faire tombar lo mantèl delh permenaire, seriá vist coma lo pus fòrt. Aquòdonc, la bisa se botèt a bofar, de mai en mai, mès mai bofava, mai lo permenaire s'acaptava embe son mantèl, e a la fin, la bisa renoncèt de i lo far quitar. Aquòdonc, lo solelh se botèt a picar, e pauc après, lo permenaire acharolat, quitèt son mantèl. Em'aquò, la bisa deguèt reconéisser que lo solelh èra lo pus fòrt daus dos.",Homme,910.342034336013,1444.8793997255336,10.165975359342916,77.70925393566051,0
